,NI: Not indicated,,,Forage resources (description of level of resources provided where indicated),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asteraceae,Senecio isatidioides,Yes,Perennial herb,Yes (Abundant),Yes (Poor),Flowering from October to February,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asteraceae,Senecio juniperinus,Yes,Perennial herb,Yes (Abundant),Yes (Abundant),Flowering from September to January,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asteraceae,Senecio venosus,Yes,Perennial herb,Yes (Abundant),Yes (Medium),Flowering from October to April,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asteraceae,Senecio fasciflora,Yes,Perennial herb,Yes (Abundant),Yes (Medium),Flowering from May to January,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asteraceae,Senecio manii,Yes,Perennial herb,Yes (Abundant),Yes (Abundant),NI,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asteraceae,Senecio maraguensis,Yes,Perennial herb,Yes (Abundant),Yes (Abundant),NI,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asteraceae,Thelechitonia trilobata,No,Perennial herb,Yes (Medium),Yes (Medium),Flowering all year round,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asteraceae,Vernonia glabra,Yes,Perennial shrub,Yes (Abundant),Yes (Abundant),Flowering from March to June,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asteraceae,Vernonia natalensis,Yes,Perennial shrub,Yes (Medium),Yes (Medium),Flowering from August to December,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asteraceae,Vernonia oligocephala,No,Perennial shrub,Yes (Medium),Yes (Abundant),Flowering from August to December,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asteraceae,Vernonia poskeana,Yes,Perennial shrub,Yes (Abundant),Yes (Abundant),Flowering from December to July,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asteraceae,Taraxacum officinale,Yes,Perennial herb,Yes (Abundant),Yes (Abundant),Rainy season,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asteraceae,Tithonia diversifolia,No,Perennial or annual shrub,Yes (Abundant),Yes (Abundant),Flowering all year round,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asteraceae,Bothriocline fusca,Yes,Perennial herb,Yes (Abundant),Uncertain source,NI,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asteraceae,Gutenbergia cordifolia,Yes,Annual herb,Yes (Abundant),Yes (Abundant),NI,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asteraceae,Helichrysum citrispinum,Yes,Perrennial herb,Yes (Abundant),Yes (Medium),NI,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asteraceae,Achillea millefolium,No,Perennial herb,Yes (Abundant),NI,Flowering from October to April,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asteraceae,Artemisia afra,Yes,Perennial shrub,Yes (Abundant),No (do not provide nectar),Flowering from March to May,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asteraceae,Artemisia absinthium,Yes,Perennial shrub,Yes (Abundant),No (do not provide nectar),Flowering from March to May,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asteraceae,Dimorphotheca cuneata,Yes,Perennial shurb,Yes (Medium),Uncertain source,Flowering from September to November,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asteraceae,Helichrysum cooperi,Yes,Perrennial herb,Yes (Medium),Uncertain source,Flowering from zdecember to May,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asteraceae,Othonna arbuscula,Yes,Perennial shrub,Yes (Medium),Uncertain source,Flowering from June to August,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asteraceae,Ageratum conyzoides,No,"annual herb, providing abundant nectar in Ghana",Yes (Abundant),NI,Rainy season,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asteraceae,Ageratum hostonianum,No,Annual herb,Yes (Abundant),NI,Rainy season,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asteraceae,Bidens steppia,Yes,Annual herb,Yes (Abundant),NI,NI,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asteraceae,Solanecio mannii ,Yes,Perennial herb,Yes (Abundant),Yes (Medium),NI,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asteraceae,Bidens alba,No,Annual herb,Yes (Abundant),Yes (Abundant),Flowering from January to August,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asteraceae,Monosis volkameriifolia,No,Perennial tree,Yes (Abundant),Yes (Abundant),Flowering from January to August,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asteraceae,Lychnophora ericoides,No,Perennial shrub,Yes (Abundant),Yes (Abundant),Flowering from January to August,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asteraceae,Helianthus argophyllus,No,Annual shrub,Yes (Abundant),Yes (Abundant),Flowering from January to August,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asteraceae,Xanthium strumarium,Yes,Annual herb,Yes (Abundant),Yes (Abundant),Flowering from January to August,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asteraceae,Emilia praetermissa,Yes,Annual herb,Yes (Abundant),Yes (Abundant),Flowering from January to August,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asteraceae,Euryops acraeus,Yes,Perennial shrub,Yes (Abundant),Yes (Abundant),Flowering from January to August,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asteraceae,Bothriocline laxa,Yes,Annual herb,Yes (Abundant),Yes (Abundant),Flowering from January to August,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asteraceae,Vernonia subplumosa,Yes,Perennial shrub,Yes (Abundant),Yes (Abundant),Flowering from January to August,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asteraceae,Sonchus boulosii,Yes,Perennial herb,Yes (Abundant),Yes (Abundant),Flowering from January to August,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Balsaminaceae,Impatiens glandulifera,No,Annual herb,Yes (Abundant),Yes (Abundant),Flowering after the rains (July to September),NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Balsaminaceae,Impatiens rothil,Yes,Annual herb,Yes (Abundant),Yes (Abundant),Flowering from August to May,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Balsaminaceae,Impatiens hochstetteri,Yes,Annual herb,Yes (Abundant),Yes (Abundant),Flowering from September to May,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Balsaminaceae,Impatiens gomphophylla,Yes,Annual herb,Yes (Abundant),Yes (Abundant),NI,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berberidaceae,Berberis holstii,Yes,Perennial shrub,Yes (Abundant),Yes (Abundant),Flowering from May to October,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berberidaceae,Mahonia aquifolium,No,Perennial shrub,Yes (Medium),Yes (Abundant),Flowering from May to October,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berberidaceae,Mahonia japonica,No,Perennial shrub,Yes (Medium),Yes (Abundant),Flowering from May to October,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berberidaceae,Mahonia lomariifolia,No,Perennial shrub,Yes (Medium),Yes (Abundant),Flowering from May to October,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berberidaceae,Nandina domestica,No,Perennial shrub,Yes (Abundant),Yes (Poor),Flowering from May to October,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berberidaceae,Berberis darwinii,No,Perennial shrub,Yes (Medium),Yes (Abundant),Flowering from July to December,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berberidaceae,Berberis julianae,No,Perennial shrub,Yes (Medium),Yes (Abundant),Flowering from July to December,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berberidaceae,Berberis X stenophylla,No,Perennial shrub,Yes (Medium),Yes (Abundant),Flowering from July to December,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berberidaceae,Berberis thunbergii,No,Perennial shrub,Yes (Medium),Yes (Abundant),Flowering from July to December,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berberidaceae,Berberis vulgaris,Yes,Perennial shrub,Yes (Medium),Yes (Abundant),Flowering from July to December,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berberidaceae,Berberis wilsoniae,No,Perennial shrub,Yes (Medium),Yes (Abundant),Flowering from July to December,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brassicaceae,Rorippa nasturtiumaquaticum,Yes,Perennial herb,Yes (Abundant),Yes (Abundant),Flowering from July to December,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brassicaceae,Iberis sempervirens,Yes,Perennial herb,Yes (Medium),Yes (Medium),Flowering from July to October,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brassicaceae,Brassica tournefortii,Yes,Annual herb,Yes (Abundant),Yes (Medium),Flowering from Augut to January,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brassicaceae,Brassica carinata,Yes,Annual herb,Yes (Abundant),Yes (Abundant),Flowering from June to August,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buddlejaceae,Buddleja polystachya,Yes,Perennial tree,Yes (Abundant),Yes (Abundant),Flowering almost all the year round but most abundantly in the dry season from November-May,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burseraceae,Boswellia papyrifera,Yes,Perennial tree,Yes (Abundant),Yes (Abundant),Flowering from October to February,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burseraceae,Commiphora holtziana,Yes,Perennial tree,Yes (Abundant),Uncertain source,NI,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burseraceae,Commiphora africana,Yes,Perennial tree,Yes (Abundant),Uncertain source,NI,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burseraceae,Commiphora edulis,Yes,Perennial tree,Yes (Abundant),Uncertain source,NI,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cactaceae,Opuntia cylindrica,No,Perennial tree,Yes (Abundant),Yes (Abundant),Flowering throughout the year,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cactaceae,Opuntia ficus-indica,No,Perennial tree,Yes (Abundant),Yes (Abundant),Flowering throughout the year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Campanulaceae,Campanula edulis,Yes,Annual herb,Yes (Abundant),Yes (Abundant),Flowering almost all year round,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Campanulaceae,Canarina abyssinica,Yes,Annual herb,Yes (Abundant),Yes (Abundant),Flowering from June to September,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Campanulaceae,Campanula carpatica,No,Perennial shrub,Yes (Abundant),Yes (Medium),Flowering from September to April,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Campanulaceae,Campanula medium,No,Perennial shrub,Yes (Abundant),Yes (Medium),Flowering from September to April,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Campanulaceae,Campanula persicifolia,No,Perennial shrub,Yes (Abundant),Yes (Medium),Flowering from September to April,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Campanulaceae,Campanula portenschlagiana,No,Perennial shrub,Yes (Abundant),Yes (Medium),Flowering from September to April,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Campanulaceae,Campanula poscharskyana,No,Perennial shrub,Yes (Abundant),Yes (Medium),Flowering from September to April,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Campanulaceae,Wahlenbergia denticulata,Yes,Slender annual and perennial herb,Yes (Abundant),Yes (Abundant),Flowering almost all year round,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Campanulaceae,Wahlenbergia procumbens,Yes,Slender annual and perennial herb,Yes (Abundant),Yes (Abundant),Flowering almost all year round,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Campanulaceae,Wahlenbergia prostrata,Yes,Slender annual and perennial herb,Yes (Abundant),Yes (Abundant),Flowering almost all year round,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Campanulaceae,Wahlenbergia rivularis,Yes,Slender annual and perennial herb,Yes (Abundant),Yes (Abundant),Flowering almost all year round,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Campanulaceae,Wahlenbergia undulata,Yes,Slender annual and perennial herb,Yes (Abundant),Yes (Abundant),Flowering almost all year round,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Capparidaceae,Boscia angustifolia,Yes,Perennial shrub or small evergreen tree,Yes (Abundant),Yes (Abundant),NI,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Capparidaceae,Cleome viscosa,Yes,Annual herb,Yes (Abundant),Yes (Abundant),Flowering from July to September,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caprifoliaceae,Sambucas canadensis,No,Perennial shrub or tree,Yes (Abundant),Yes (Abundant),NI,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caprifoliaceae,Lonicera japonica,No,Perennial shrub ,Yes (Medium),Yes (Medium),NI,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caprifoliaceae,Dipsacus pinnatifidus,Yes,Perennial herb,Yes (Abundant),Yes (Abundant),Flowering almost all year round,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caprifoliaceae,Scabiosa columbarla,Yes,Perennial herb,Yes (Abundant),Yes (Abundant),Flowering at any time of the year,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caprifoliaceae,pterocephalus frutescens,Yes,Perennial herb,Yes (Abundant),Yes (Abundant),Flowering at any time of the year but more profusely after the rains,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caprifoliaceae,Abelia x grandiflora,No,Perennial shrub ,Yes (Poor),Yes (Abundant),Flowering from October to April,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Celastraceae,Maytenus arbutifolia,Yes,Perennial shrub or tree,Yes (Abundant),Yes (Abundant), Flowering from September to December,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Celastraceae,Maytenus gracilipes subp arguta,Yes,Perennial shrub or tree,Yes (Abundant),Yes (Abundant), Flowering from September to December,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Celastraceae,Maytenus obsura,Yes,Perennial tree,Yes (Abundant),Yes (Poor), Flowering from December to February,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Celastraceae,Cassine peragua,Yes,Perennial tree,Yes (Medium),Yes (Medium),NI,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Celastraceae,Cassine eucleiformis,Yes,Perennial tree,Yes (Poor),Yes (Medium),NI,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combretaceae,Combretum molle,Yes,Perennial tree,Yes (Abundant),Yes (Abundant),Flowering from January to April and during the drought in Uganda ,NI,,,,"Rahman, S. A., Al–Marzouki, A., Otim, M., Khayat, N. E. H. K., Yousef, R., & Rahman, P. (2019). Awareness about breast cancer and breast self-examination among female students at the University of Sharjah: a cross-sectional study. Asian Pacific journal of cancer prevention: APJCP, 20(6), 1901.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combretaceae,Combretum glutinosum,Yes,Perennial tree,Yes (Abundant),Yes (Abundant), Flowering from November to May,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combretaceae,Combretum apiculatum,Yes,Perennial tree,Yes (Abundant),Yes (Abundant), Flowering from August to January,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combretaceae,Combretum collinum,Yes,Perennial tree,Yes (Abundant),Yes (Abundant), Flowering from June to October,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combretaceae,Combretum erythrophyllum,Yes,Perennial tree,Yes (Abundant),Yes (Abundant), Flowering from September to February,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combretaceae,Combretum imberbe,Yes,Perennial tree,Uncertain source,Yes (Abundant), Flowering from November to March,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combretaceae,Combretum microphyllum,Yes,Perennial tree,Yes (Medium),Yes (Abundant), Flowering from July to November,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combretaceae,Combretum zeyheri,Yes,Perennial tree,Yes (Abundant),Yes (Abundant), Flowering from August to December,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combretaceae,Terminalia brachystemma,Yes,Perennial tree,Uncertain source,Yes (Medium), Flowering from October to February,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combretaceae,Terminalia sericea,Yes,Perennial tree,NI,Yes (Abundant),Flowering from August to February,Beetles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combretaceae,Combretum paniculatum,Yes,Perennial tree,No (do not provide pollen),Yes (Abundant),Flowering from September to February,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combretaceae,Terminalia brownii,Yes,Perennial tree,Yes (Abundant),Yes (Abundant),Flowering from April to July,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combretaceae,Terminalia schimperiana,Yes,Perennial tree,Yes (Abundant),Yes (Abundant),NI,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combretaceae,Combretum schumannii,Yes,Perennial tree,Yes (Abundant),Yes (Abundant),Flowering from November to January,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combretaceae,Combretum hereroense,Yes,Perennial tree,Yes (Abundant),Yes (Abundant),Flowering from November to January,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combretaceae,Terminalia glaucescens,Yes,Perennial tree,Yes (Abundant),Yes (Abundant),NI,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
